,content,label,pred
83,"+/*
+ * Licensed to the Apache Software Foundation (ASF) under one or more
+ * contributor license agreements.  See the NOTICE file distributed with
+ * this work for additional information regarding copyright ownership.
+ * The ASF licenses this file to You under the Apache License, Version 2.0
+ * (the ""License""); you may not use this file except in compliance with
+ * the License.  You may obtain a copy of the License at
+ * 
+ *      http://www.apache.org/licenses/LICENSE-2.0
+ * 
+ * Unless required by applicable law or agreed to in writing, software
+ * distributed under the License is distributed on an ""AS IS"" BASIS,
+ * WITHOUT WARRANTIES OR CONDITIONS OF ANY KIND, either express or implied.
+ * See the License for the specific language governing permissions and
+ * limitations under the License.
+ */
+package org.apache.commons.lang.enums;
+
+import junit.framework.TestCase;
+
+/**
+ * Test cases for the LANG-76 issue with {@link EnumUtils}.
+ *
+ * NOTE: this needs to be compiled with source/target versions set to 1.5
+ *       in order to replicate/test the issue properly
+ */
+public class EnumUtilsLang76Test extends TestCase {
+
+    public EnumUtilsLang76Test(String name) {
+        super(name);
+    }
+
+    /**
+     * Test LANG-76
+     */
+    public void test_EnumUtils_getEnum_LANG76() {
+        Object obj = EnumUtils.getEnum(TestEnum.class, ""1"");
+        assertNotNull(""Enum is not intialized"", obj);
+        assertEquals(""EnumUtilsLang76Test.TestEnum[1]"", obj.toString());
+    }
+
+    /** Test Enum for LANG-76 **/
+    public static final class TestEnum  extends Enum {
+        private static final long serialVersionUID = 1L;
+        public static final TestEnum ONE     = new TestEnum(""1"");
+        public static final TestEnum TWO     = new TestEnum(""2"");
+        public static final TestEnum THREE   = new TestEnum(""3"");
+
+        private TestEnum(String value) {
+            super(value);
+        }
+    }
+}
",0,1
84,"-     * <p>Compares two CharSequences, returning {@code true} if they are equal ignoring
-     * the case.</p>
+     * <p>Compares two CharSequences, returning {@code true} if they represent
+     * equal sequences of characters, ignoring case.</p>
",0,1
85,"-        assertEquals(""truncate ampm-4 failed"",
-                dateTimeParser.parse(""February 4, 2002 12:00:00.000""),
+        assertEquals(""round ampm-4 failed"",
+                dateTimeParser.parse(""February 4, 2002 00:00:00.000""),
",0,0
86,"-                }                
+                }
",0,0
87,"-                                ? StringUtils.leftPad(Integer.toString(milliseconds), count, '0')
-                                : Integer.toString(milliseconds);
+                                ? StringUtils.leftPad(Long.toString(milliseconds), count, '0')
+                                : Long.toString(milliseconds);
",1,1
88,"-    
+
",0,0
89,"+
+                // Check there's more than just an x after the &#
+                if(start == seqEnd) {
+                    return 0;
+                }
",1,0
90,"+     * @deprecated The design of this method is bad - see LANG-360. Instead, use identityToString(StringBuffer, Object).
",0,0
91,"-     *  may be null
+     *  may be null, but must not be empty
      * @return the random string
-     * @throws IllegalArgumentException if {@code count} &lt; 0.
+     * @throws IllegalArgumentException if {@code count} &lt; 0 or the string is empty.
",0,1
92,"+import java.util.Locale;
+
",0,0
93,"-     * StringUtils.isNumeric(null)   = false
-     * StringUtils.isNumeric("""")     = true
-     * StringUtils.isNumeric(""  "")   = true
-     * StringUtils.isNumeric(""123"")  = true
-     * StringUtils.isNumeric(""12 3"") = true
-     * StringUtils.isNumeric(""ab2c"") = false
-     * StringUtils.isNumeric(""12-3"") = false
-     * StringUtils.isNumeric(""12.3"") = false
+     * StringUtils.isNumericSpace(null)   = false
+     * StringUtils.isNumericSpace("""")     = true
+     * StringUtils.isNumericSpace(""  "")   = true
+     * StringUtils.isNumericSpace(""123"")  = true
+     * StringUtils.isNumericSpace(""12 3"") = true
+     * StringUtils.isNumericSpace(""ab2c"") = false
+     * StringUtils.isNumericSpace(""12-3"") = false
+     * StringUtils.isNumericSpace(""12.3"") = false
",0,0
94,"-    public static final FastDateFormat ISO8601_DATETIME_FORMAT
+    public static final FastDateFormat ISO_8601_EXTENDED_DATETIME_FORMAT
",1,0
95,"+    /**
+     * Tests that a lookup object for system properties can deal with a full
+     * replacement of the system properties object. This test is related to
+     * LANG-1055.
+     */
     @Test
-    public void testSystemPropertiesLookupNotSingleton() {
+    public void testSystemPropertiesLookupReplacedProperties() {
+        Properties oldProperties = System.getProperties();
         final String osName = ""os.name"";
-        final String originalOsName = System.getProperty(osName);
+        final String newOsName = oldProperties.getProperty(osName) + ""_changed"";
 
-        StrLookup<String> properties1 = StrLookup.systemPropertiesLookup();
-        assertEquals(originalOsName, properties1.lookup(osName));
+        StrLookup<String> sysLookup = StrLookup.systemPropertiesLookup();
+        Properties newProps = new Properties();
+        newProps.setProperty(osName, newOsName);
+        System.setProperties(newProps);
+        try {
+            assertEquals(""Changed properties not detected"", newOsName, sysLookup.lookup(osName));
+        } finally {
+            System.setProperties(oldProperties);
+        }
+    }
 
-        final String differentOsName = ""HAL-9000"";
-        System.setProperty(osName, differentOsName);
-        StrLookup<String> properties2 = StrLookup.systemPropertiesLookup();
+    /**
+     * Tests that a lookup object for system properties sees changes on system
+     * properties. This test is related to LANG-1141.
+     */
+    @Test
+    public void testSystemPropertiesLookupUpdatedProperty() {
+        final String osName = ""os.name"";
+        String oldOs = System.getProperty(osName);
+        final String newOsName = oldOs + ""_changed"";
 
-        assertEquals(originalOsName, properties1.lookup(osName));
-        assertEquals(differentOsName, properties2.lookup(osName));
+        StrLookup<String> sysLookup = StrLookup.systemPropertiesLookup();
+        System.setProperty(osName, newOsName);
+        try {
+            assertEquals(""Changed properties not detected"", newOsName, sysLookup.lookup(osName));
+        } finally {
+            System.setProperty(osName, oldOs);
+        }
",0,1
96,"-        assertEquals((17 * 37) * 37 , new HashCodeBuilder(17, 37).append(obj).toHashCode());
+        assertEquals((17 * 37) * 37, new HashCodeBuilder(17, 37).append(obj).toHashCode());
",0,0
97,"+     * @deprecated - as of 4.0, ISO_DATETIME_FORMAT will be replaced by ISO8601_DATETIME_FORMAT.
+     */
+    @Deprecated
+    public static final FastDateFormat ISO_DATETIME_FORMAT = ISO8601_DATETIME_FORMAT;
+
+    /**
",1,1
98,"-    // Tests LANG-59
-    public void testLang59() throws Exception {
-        // truncate 2004-10-31 01:00:00 MDT
-        Date oct31_01MDT = new Date(1099206000000L);
-        Date result = DateUtils.truncate(oct31_01MDT, Calendar.HOUR_OF_DAY);
-        assertEquals(oct31_01MDT, result); 
-    }
-
",0,0
99,"+      <name>Daniel Trebbien</name>
+    </contributor>
+    <contributor>
",0,0
100,"-                    end = Integer.MAX_VALUE;
+                    end = Character.MAX_CODE_POINT;
",1,1
101,"+    [LANG-703] StringUtils.join throws NPE when toString returns null for one of objects in collection
",0,1
102,"-        this.validateEmptyReflectionRegistry();
+        this.validateEmptyToStringStyleRegistry();
",0,0
103,"-        assertEquals(true, StringUtils.isAlpha(""""));
+        assertEquals(false, StringUtils.isAlpha(""""));
",0,1
104,"-        } finally {
-            this.unregisterObject();
",1,0
105,"-                        && isDigits(numeric.substring(1))
-                        && (numeric.charAt(0) == '-' || Character.isDigit(numeric.charAt(0)))) {
+                        && (numeric.charAt(0) == '-' && isDigits(numeric.substring(1)) || isDigits(numeric))) {
",1,1
106,"+        // set the initial index beyond the end of the string
+        // this is to allow for the initial index decrement/increment
",0,1
107,"-        
-        try {
-            FieldUtils.getField(null, ""none"");
-            fail(""null class should cause an IllegalArgumentException"");
-        } catch (IllegalArgumentException e) {
-            // expected
-        }
-
-        try {
-            FieldUtils.getField(PublicChild.class, null);
-            fail(""null field name should cause an IllegalArgumentException"");
-        } catch (IllegalArgumentException e) {
-            // expected
-        }
",0,0
108,"-        assertEquals((17 * 37 + 1) * 37 + 1 , new HashCodeBuilder(17, 37).append((Object) obj).toHashCode());
+        assertEquals((17 * 37 + 1) * 37 + 1, new HashCodeBuilder(17, 37).append((Object) obj).toHashCode());
",0,0
109,"+    /** Test for LANG-76 **/
+    public void testGetEnum_LANG76() {
+        Object obj = EnumUtils.getEnum(Lang76Enum.class, ""1"");
+        assertNotNull(obj);
+        assertEquals(""EnumUtilsTest.Lang76Enum[1]"", obj.toString());
+    }
+
+    /** Test Enum for LANG-76 **/
+    public static final class Lang76Enum  extends Enum {
+        public static final Lang76Enum ONE     = new Lang76Enum(""1"");
+        public static final Lang76Enum TWO     = new Lang76Enum(""2"");
+        public static final Lang76Enum THREE   = new Lang76Enum(""3"");
+
+        private Lang76Enum(String suit) {
+            super(suit);
+        }
+    }
",0,0
110,"+
+        // Test null safety inside arrays - LANG-552
+        assertEquals(StringUtils.replaceEach(""aba"", new String[]{""a""}, new String[]{null}),""aba"");
+        assertEquals(StringUtils.replaceEach(""aba"", new String[]{""a"", ""b""}, new String[]{""c"", null}),""cbc"");
",0,0
111,"-    static String format(final Token[] tokens, final int years, final int months, final int days, final int hours, final int minutes, final int seconds,
-            int milliseconds, final boolean padWithZeros) {
+    static String format(final Token[] tokens, final long years, final long months, final long days, final long hours, final long minutes, final long seconds,
+            long milliseconds, final boolean padWithZeros) {
",1,1
112,"-        super(object);
+        super(checkNotNull(object));
",1,0
113,"-    public static Locale toLocale(String str) {
+    public static Locale toLocale(final String str) {
",0,1
114,"-        super.appendDetail(buffer, fieldName, array);
+        super.reflectionAppendArrayDetail(buffer, fieldName, array);
",1,0
115,"+            new OctalUnescaper(),     // .between('\1', '\377'),
",1,0
116,"-            if (lhs instanceof java.math.BigDecimal && rhs instanceof java.math.BigDecimal) {
-                isEquals = (((java.math.BigDecimal)lhs).compareTo((java.math.BigDecimal)rhs) == 0);
-            } else {
-                // The simple case, not an array, just test the element
-                isEquals = lhs.equals(rhs);
-            }
+            // The simple case, not an array, just test the element
+            isEquals = lhs.equals(rhs);
",1,0
117,"-            escapeJavaStyleString(writer, str, escapeSingleQuotes);
+            escapeJavaStyleString(writer, str, escapeSingleQuotes, escapeForwardSlash);
",1,0
118,"+    <action issue=""LANG-971"" type=""fix"" dev=""sebb"">NumberUtils#isNumber(String) fails to reject invalid Octal numbers</action>
",0,1
119,"-    public static final FastDateFormat ISO8601_DATETIME_TIME_ZONE_FORMAT
+    public static final FastDateFormat ISO_8601_EXTENDED_DATETIME_TIME_ZONE_FORMAT
",1,0
120,"-     * @param <C> the list type
      * @param map  the map to wrap, must not be null
-     * @param listClazz  the collection class
-     * @param initialListCapacity  the initial size of the values list
-     * @throws NullPointerException  if the map is null
-     * @throws IllegalArgumentException  if initialListCapacity is negative
+     * @throws NullPointerException if the map is null
      */
-    protected <C extends List<V>> AbstractListValuedMap(final Map<K, ? super C> map, Class<C> listClazz,
-                                                        final int initialListCapacity) {
-        super(map, listClazz, initialListCapacity);
+    protected AbstractListValuedMap(final Map<K, ? extends List<V>> map) {
+        super(map);
+    }
+
+    // -----------------------------------------------------------------------
+    @Override
+    @SuppressWarnings(""unchecked"")
+    protected Map<K, List<V>> getMap() {
+        return (Map<K, List<V>>) super.getMap();
",1,0
121,"+        if (iterator == null) {
+            return false;
+        }
",1,0
122,"-        put(key, value);
+        super.put(key, value);
",1,0
123,"-     * Constructs a new <code>CollatingIterator</code>.  Natural sort order
-     * will be used, and child iterators will have to be manually added 
+     * Constructs a new <code>CollatingIterator</code>. A comparator must be
+     * set by calling {@link #setComparator(Comparator)} before invoking
+     * {@link #hasNext()}, or {@link #next()} for the first time. Child
+     * iterators will have to be manually added using the
",0,0
124,"-            coll.add(value);
+            coll.add((V) value);
",0,0
125,"+    public void testTransformedSet_decorateTransform() {
+        Set originalSet = new HashSet();
+        Object[] els = new Object[] {""1"", ""3"", ""5"", ""7"", ""2"", ""4"", ""6""};
+        for (int i = 0; i < els.length; i++) {
+            originalSet.add(els[i]);
+        }
+        Set set = TransformedSet.decorateTransform(originalSet, TestTransformedCollection.STRING_TO_INTEGER_TRANSFORMER);
+        assertEquals(els.length, set.size());
+        for (int i = 0; i < els.length; i++) {
+            assertEquals(true, set.contains(new Integer((String) els[i])));
+            assertEquals(false, set.contains(els[i]));
+        }
+        
+        assertEquals(false, set.remove(els[0]));
+        assertEquals(true, set.remove(new Integer((String) els[0])));
+    }
+
",0,1
126,"-    @SuppressWarnings(""unchecked"")
-    public void testListValuedMapAdd() {
-        final ListValuedMap<K, V> listMap = MultiValuedHashMap.listValuedHashMap();
-        assertTrue(listMap.get((K) ""whatever"") instanceof List);
-        List<V> list = listMap.get((K) ""A"");
-        list.add((V) ""a1"");
-        assertEquals(1, listMap.size());
-        assertTrue(listMap.containsKey(""A""));
-    }
-
-    @SuppressWarnings(""unchecked"")
-    public void testListValuedMapAddViaListIterator() {
-        final ListValuedMap<K, V> listMap = MultiValuedHashMap.listValuedHashMap();
-        ListIterator<V> listIt = listMap.get((K) ""B"").listIterator();
-        assertFalse(listIt.hasNext());
-        listIt.add((V) ""b1"");
-        listIt.add((V) ""b2"");
-        listIt.add((V) ""b3"");
-        assertEquals(3, listMap.size());
-        assertTrue(listMap.containsKey(""B""));
-        // As ListIterator always adds before the current cursor
-        assertFalse(listIt.hasNext());
-    }
-
-    @SuppressWarnings(""unchecked"")
-    public void testListValuedMapRemove() {
-        final ListValuedMap<K, V> listMap = MultiValuedHashMap.listValuedHashMap();
-        List<V> list = listMap.get((K) ""A"");
-        list.add((V) ""a1"");
-        list.add((V) ""a2"");
-        list.add((V) ""a3"");
-        assertEquals(3, listMap.size());
-        assertEquals(""a1"", list.remove(0));
-        assertEquals(2, listMap.size());
-        assertEquals(""a2"", list.remove(0));
-        assertEquals(1, listMap.size());
-        assertEquals(""a3"", list.remove(0));
-        assertEquals(0, listMap.size());
-        assertFalse(listMap.containsKey(""A""));
-    }
-
-    @SuppressWarnings(""unchecked"")
-    public void testListValuedMapRemoveViaListIterator() {
-        final ListValuedMap<K, V> listMap = MultiValuedHashMap.listValuedHashMap();
-        ListIterator<V> listIt = listMap.get((K) ""B"").listIterator();
-        listIt.add((V) ""b1"");
-        listIt.add((V) ""b2"");
-        assertEquals(2, listMap.size());
-        assertTrue(listMap.containsKey(""B""));
-        listIt = listMap.get((K) ""B"").listIterator();
-        while (listIt.hasNext()) {
-            listIt.next();
-            listIt.remove();
-        }
-        assertFalse(listMap.containsKey(""B""));
-        listIt.add((V) ""b1"");
-        listIt.add((V) ""b2"");
-        assertTrue(listMap.containsKey(""B""));
-        assertEquals(2, listMap.get((K) ""B"").size());
-    }
-
-    @SuppressWarnings({ ""unchecked"", ""rawtypes"" })
-    public void testEqualsHashCodeContract() {
-        MultiValuedMap map1 = new MultiValuedHashMap();
-        MultiValuedMap map2 = new MultiValuedHashMap();
-
-        map1.put(""a"", ""a1"");
-        map1.put(""a"", ""a2"");
-        map2.put(""a"", ""a1"");
-        map2.put(""a"", ""a2"");
-        assertEquals(map1, map2);
-        assertEquals(map1.hashCode(), map2.hashCode());
-
-        map2.put(""a"", ""a2"");
-        assertNotSame(map1, map2);
-        assertNotSame(map1.hashCode(), map2.hashCode());
-    }
-
-    @SuppressWarnings({ ""unchecked"", ""rawtypes"" })
-    public void testListValuedMapEqualsHashCodeContract() {
-        ListValuedMap map1 = MultiValuedHashMap.listValuedHashMap();
-        ListValuedMap map2 = MultiValuedHashMap.listValuedHashMap();
-
-        map1.put(""a"", ""a1"");
-        map1.put(""a"", ""a2"");
-        map2.put(""a"", ""a1"");
-        map2.put(""a"", ""a2"");
-        assertEquals(map1, map2);
-        assertEquals(map1.hashCode(), map2.hashCode());
-
-        map1.put(""b"", ""b1"");
-        map1.put(""b"", ""b2"");
-        map2.put(""b"", ""b2"");
-        map2.put(""b"", ""b1"");
-        assertNotSame(map1, map2);
-        assertNotSame(map1.hashCode(), map2.hashCode());
-    }
-
",0,0
127,"-        return getMap().hashCode();
+        return asMap().hashCode();
",1,0
128,"-        int total = 0;
-        for (int i = 0; i < keys.length; i++) {
-            if (keys[i] != null) {
-                total ^= keys[i].hashCode();
-            }
-        }
-        hashCode = total;
+        calculateHashCode(keys);
",0,0
129,"-        return ListUtils.retainAll(collection, remove);
+        return ListUtils.removeAll(collection, remove);
",1,1
130,"+     * <p>
+     * <b>WARNING:</b> from v3.2.2 onwards this method will return a {@code Factory}
+     * that will throw an {@link UnsupportedOperationException} when trying to serialize
+     * or de-serialize it to prevent potential remote code execution exploits.
+     * <p>
+     * In order to re-enable serialization support the following system property
+     * can be used (via -Dproperty=true):
+     * <pre>
+     * org.apache.commons.collections.enableUnsafeSerialization
+     * </pre>
",0,0
131,"-      the contract of ""Object#equals"".
+      the contract of ""Object#equals"". Added note to javadoc of
+      ""AbstractCollectionDecorator#equals(Object)"" that the implementation might
+      break symmetry requirement of the ""Collection#equals"" contract.
",0,1
132,"- * 
+ * <p>
+ * <b>WARNING:</b> from v3.2.2 onwards this class will throw an
+ * {@link UnsupportedOperationException} when trying to serialize or
+ * de-serialize an instance to prevent potential remote code execution exploits.
+ * <p>
+ * In order to re-enable serialization support for {@code InstantiateTransformer}
+ * the following system property can be used (via -Dproperty=true):
+ * <pre>
+ * org.apache.commons.collections.enableUnsafeSerialization
+ * </pre>
+ *
",0,0
133,"+     * @throws NullPointerException if a key or value in the provided map is {@code null}
",0,1
134,"-    private final Map<K, Collection<V>> map;
+    private transient Map<K, Collection<V>> map;
",1,0
135,"-    @SuppressWarnings({ ""unchecked"", ""rawtypes"" }) // we don't know the types due to wildcards in the signature
-    public static boolean isEqualCollection(final Collection<?> a, final Collection<?> b, final Equator<?> equator) {
+    public static <E> boolean isEqualCollection(final Collection<? extends E> a,
+                                                final Collection<? extends E> b,
+                                                final Equator<? super E> equator) {
",1,0
136,"-public class InstantiateTransformer<T> implements Transformer<Class<? extends T>, T>, Serializable {
-
-    /** The serial version */
-    private static final long serialVersionUID = 3786388740793356347L;
+public class InstantiateTransformer<T> implements Transformer<Class<? extends T>, T> {
",1,0
137,"+    @SuppressWarnings(""unchecked"")
     public void testKeyContainsValue() {
-        final MultiValueMap map = createTestMap(HashSet.class);
-        assertTrue(map.containsValue(""one"", ""uno""));
-        assertTrue(map.containsValue(""one"", ""un""));
-        assertTrue(map.containsValue(""two"", ""dos""));
-        assertTrue(map.containsValue(""two"", ""deux""));
-        assertTrue(map.containsValue(""three"", ""tres""));
-        assertTrue(map.containsValue(""three"", ""trois""));
-        assertFalse(map.containsValue(""four"", ""quatro""));
+        final MultiValueMap<K, V> map = createTestMap(HashSet.class);
+        assertTrue(map.containsValue((K) ""one"", ""uno""));
+        assertTrue(map.containsValue((K) ""one"", ""un""));
+        assertTrue(map.containsValue((K) ""two"", ""dos""));
+        assertTrue(map.containsValue((K) ""two"", ""deux""));
+        assertTrue(map.containsValue((K) ""three"", ""tres""));
+        assertTrue(map.containsValue((K) ""three"", ""trois""));
+        assertFalse(map.containsValue((K) ""four"", ""quatro""));
",0,1
138,"-        final MultiValuedMap<String, String> map = new MultiValuedHashMap<String, String>();
+        final MultiValuedMap<String, String> map = new ArrayListValuedHashMap<String, String>();
",0,0
139,"+     * @param equator  the equator to use for comparison
+     * @since 4.0
      */
-    public EqualPredicate(Object object) {
+    public EqualPredicate(T object, Equator<T> equator) {
",1,1
140,"-        final MultiValuedMap<String, String> map = new MultiValuedHashMap<String, String>();
+        final MultiValuedMap<String, String> map = new ArrayListValuedHashMap<String, String>();
",0,0
141,"-            System.clearProperty(InvokerTransformer.DESERIALIZE);
+            System.clearProperty(FunctorUtils.UNSAFE_SERIALIZABLE_PROPERTY);
",0,1
142,"-    
+
+    // COLLECTIONS-294
+    public void testLocaleIndependence() {
+        Locale orig = Locale.getDefault();
+        Locale[] locales = { Locale.ENGLISH, new Locale(""tr""), Locale.getDefault() };
+        String[][] data = { 
+            { ""i"", ""I"" },
+            { ""\u03C2"", ""\u03C3"" },
+            { ""\u03A3"", ""\u03C2"" },
+            { ""\u03A3"", ""\u03C3"" },
+        };
+        try {
+            for (int i = 0; i < locales.length; i++) {
+                Locale.setDefault(locales[i]);
+                for (int j = 0; j < data.length; j++) {
+                    assertTrue(""Test data corrupt: "" + j, data[j][0].equalsIgnoreCase(data[j][1]));
+                    CaseInsensitiveMap map = new CaseInsensitiveMap();
+                    map.put(data[j][0], ""value"");
+                    assertEquals(Locale.getDefault() + "": "" + j, ""value"", map.get(data[j][1]));
+                }
+            }
+        } finally {
+            Locale.setDefault(orig);
+        }
+    }
+
",0,0
143,"-    
+
+    @SuppressWarnings(""unchecked"")
     public void testIterator_Key() {
-        MultiValueMap map = new MultiValueMap();
+        MultiValueMap<K, V> map = new MultiValueMap<K, V>();
         assertEquals(false, map.iterator(""A"").hasNext());
-        map.put(""A"", ""AA"");
-        Iterator it = map.iterator(""A"");
+        map.put((K) ""A"", ""AA"");
+        Iterator<?> it = map.iterator(""A"");
",0,0
144,"-        if (deserializeProperty == null || !deserializeProperty.equalsIgnoreCase(""true"")) {
-            throw new UnsupportedOperationException(""Deserialization of InvokerTransformer is disabled, "");
+        if (!""true"".equalsIgnoreCase(deserializeProperty)) {
+            throw new UnsupportedOperationException(
+                    ""Deserialization of InvokerTransformer is disabled for security reasons. "" +
+                    ""To re-enable it set system property '"" + DESERIALIZE + ""' to 'true'"");
",1,0
145,"+    @SuppressWarnings(""unchecked"")
     public void testRemove_KeyItem() {
-        MultiValueMap map = new MultiValueMap();
-        map.put(""A"", ""AA"");
-        map.put(""A"", ""AB"");
-        map.put(""A"", ""AC"");
+        MultiValueMap<K, V> map = new MultiValueMap<K, V>();
+        map.put((K) ""A"", ""AA"");
+        map.put((K) ""A"", ""AB"");
+        map.put((K) ""A"", ""AC"");
",0,0
146,"-            if (nextIndex == currentIndex) {
-                // remove() following previous()
-                next = next.next();
-                parent.remove(currentIndex);
-            } else {
+            parent.remove(currentIndex);
+            if (nextIndex != currentIndex) {
                 // remove() following next()
-                parent.remove(currentIndex);
",1,1
147,"-        assertEquals(new MultiValueMap(), map);
+        assertEquals(new MultiValueMap<K, V>(), map);
",0,0
148,"-/**
- * Entry point for all Collections project tests.
- * 
- * @version $Revision$ $Date$
- * 
- * @author Stephen Colebourne
- */
-public class TestAllPackages extends TestCase {
-    public TestAllPackages(String testName) {
+public class TestInstantiateTransformer extends AbstractTestSerialization {
+
+    // conventional
+    // ------------------------------------------------------------------------
+
+    public TestInstantiateTransformer(String testName) {
",0,0
149,"-            if (list1.contains(e)) {
+            if (copyOfList1.contains(e)) {
                 result.add(e);
+                copyOfList1.remove(e);
",1,0
150,"+    }
+
+    public void testTransformedBag_decorateTransform() {
+        Bag originalBag = new HashBag();
+        Object[] els = new Object[] {""1"", ""3"", ""5"", ""7"", ""2"", ""4"", ""6""};
+        for (int i = 0; i < els.length; i++) {
+            originalBag.add(els[i]);
+        }
+        Bag bag = TransformedBag.decorateTransform(originalBag, TestTransformedCollection.STRING_TO_INTEGER_TRANSFORMER);
+        assertEquals(els.length, bag.size());
+        for (int i = 0; i < els.length; i++) {
+            assertEquals(true, bag.contains(new Integer((String) els[i])));
+            assertEquals(false, bag.contains(els[i]));
+        }
         
+        assertEquals(false, bag.remove(els[0]));
+        assertEquals(true, bag.remove(new Integer((String) els[0])));
",0,1
151,"-        return new MultiValuedHashMap<K, V>();
+        return new ArrayListValuedHashMap<K, V>();
",0,0
152,"-     * Sets the {@link Comparator} by which collation occurs.
+     * Sets the {@link Comparator} by which collation occurs. If you
+     * would like to use the natural sort order (or, in other words,
+     * if the elements in the iterators are implementing the
+     * {@link java.lang.Comparable} interface), then use the
+     * {@link org.apache.commons.collections.comparators.ComparableComparator}.
",0,0
153,"-    private MultiValueMap createTestMap(Class collectionClass) {
-        final MultiValueMap map = MultiValueMap.decorate(new HashMap(), collectionClass);
-        map.put(""one"", ""uno"");
-        map.put(""one"", ""un"");
-        map.put(""two"", ""dos"");
-        map.put(""two"", ""deux"");
-        map.put(""three"", ""tres"");
-        map.put(""three"", ""trois"");
+    @SuppressWarnings(""unchecked"")
+    private <C extends Collection<V>> MultiValueMap<K, V> createTestMap(Class<C> collectionClass) {
+        final MultiValueMap<K, V> map = MultiValueMap.decorate(new HashMap<K, C>(), collectionClass);
+        map.put((K) ""one"", (V) ""uno"");
+        map.put((K) ""one"", (V) ""un"");
+        map.put((K) ""two"", (V) ""dos"");
+        map.put((K) ""two"", (V) ""deux"");
+        map.put((K) ""three"", (V) ""tres"");
+        map.put((K) ""three"", (V) ""trois"");
",0,1
154,"-        for (final Collection<? extends E> item : all) {
+        for (final Collection<E> item : all) {
",1,0
155,"-    <action issue=""COLLECTIONS-266"" dev=""bayard"" type=""fix"" due-to=""Joerg Schaible"">
-      ""MultiKey"" will now be correctly serialized/de-serialized.
-    </action>
",0,1
156,"-     * Adds an element to the end of the list if it is not already present.
+     * Adds a collection of objects to the end of the list avoiding duplicates.
+     * <p>
+     * Only elements that are not already in this list will be added, and
+     * duplicates from the specified collection will be ignored.
",0,1
157,"+    //-----------------------------------------------------------------------
",0,0
158,"+import org.apache.commons.collections4.ListUtils;
",1,0
159,"+        
+        // bug in IBM JDK: IBM J9 VM build 2.4, JRE 1.6.0 IBM J9 2.4 Linux x86-32 jvmxi3260sr12-20121024_126067
+        // a call to values() on an empty map retrieved via TreeMap#headMap or tailMap
+        // will render the values view unusable: resulting in NullPointExceptions or missing values
+        // it will also not recover, as the value view is cached internally
+        values = getMap().values();
+        
",0,0
160,"+- FIX: Use of a shared DocumentBuilder causes SAXException during parallel resolutions (IVY-1147)
",0,0
161,"+	Ales Nosek
",0,0
162,"+<!--
+   Licensed to the Apache Software Foundation (ASF) under one
+   or more contributor license agreements.  See the NOTICE file
+   distributed with this work for additional information
+   regarding copyright ownership.  The ASF licenses this file
+   to you under the Apache License, Version 2.0 (the
+   ""License""); you may not use this file except in compliance
+   with the License.  You may obtain a copy of the License at
+
+     http://www.apache.org/licenses/LICENSE-2.0
+
+   Unless required by applicable law or agreed to in writing,
+   software distributed under the License is distributed on an
+   ""AS IS"" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY
+   KIND, either express or implied.  See the License for the
+   specific language governing permissions and limitations
+   under the License.
+-->
+<ivy-module version=""1.0"">
+    <info organisation=""org""
+          module=""mod1""
+          revision=""2.0""
+    />
+    <dependencies>
+        <dependency org=""org"" name=""foo-bar"" rev=""1.2.3"" />
+    </dependencies>
+</ivy-module>
",0,0
163,"+        
+        public MacroRecord recordChild(String name, Object object) {
+            MacroRecord child = recordChild(name);
+            child.object = object;
+            return child;
+        }
",1,0
164,"-        addLockStrategy(""artifact-lock"", new ArtifactLockStrategy(debugLocking()));
+        addLockStrategy(""artifact-lock"", new CreateFileLockStrategy(debugLocking()));
+        addLockStrategy(""artifact-lock-nio"", new NIOFileLockStrategy(debugLocking()));
",1,1
165,"-import java.text.ParseException;
",0,0
166,"+        Map allAttributes = new HashMap();
+        allAttributes.putAll(md.getQualifiedExtraAttributes());
+        allAttributes.putAll(askedMrid.getQualifiedExtraAttributes());
+        
",1,0
167,"-            // ok => should raised an exception
+            // ok => should raise an exception
",0,0
168,"-            String org = attributes.getValue(""org"");
+            String org = _ivy.substitute(attributes.getValue(""org""));
             org = org == null ? PatternMatcher.ANY_EXPRESSION : org;
-            String module = attributes.getValue(""module"");
+            String module = _ivy.substitute(attributes.getValue(""module""));
",1,0
169,"-                if (rmr.getDescriptor().isDefault() && rmr.getResolver() != this) {
-                    Message.verbose(""\t""+getName()+"": found revision in cache: ""+mrid+"": but it's a default one, maybe we can find a better one"");
+                if (rmr.getDescriptor().isDefault() && rmr.getResolver() != this && isResolved(data, resolvedMrid)) {
+                    Message.verbose(""\t""+getName()+"": found revision in cache: ""+mrid+"" (resolved by ""+rmr.getResolver().getName()+""): but it's a default one, maybe we can find a better one"");
",1,0
